"ew","mv_Markowitz","mv_MichaudParam","mv_MichaudNonP","mv_MarkowitzPCA","mv_FactorParamPCA","mv_FactorNonPPCA","mv_MarkowitzObs","mv_FactorParamObs","mv_FactorNonPObs","ew","ef_Markowitz","ef_MichaudParam","ef_MichaudNonP","ef_MarkowitzPCA","ef_FactorParamPCA","ef_FactorNonPPCA","ef_MarkowitzObs","ef_FactorParamObs","ef_FactorNonPObc"
"1",-1.55081597163273,-2.4824367821117,-2.05120565463563,-2.12264204070118,-2.5699977134213,-2.21299032631159,-2.1823670322837,-2.57093136011352,-2.05650457988304,-2.04503343760428,-1.55081597163273,-2.48833046341955,-1.99136412036364,-2.23174863395821,-2.57797492628533,-2.09180099619397,-2.10687771263304,-2.57890965254291,-2.1499841195354,-2.09616468072511
"2",-8.14078272477643,-5.27054949990378,-5.76659778730701,-5.81338604123503,-5.47136212001953,-6.01897970709035,-5.90899928778101,-5.47092737790101,-6.01563655716382,-6.05461891832202,-8.14078272477643,-5.24673043686085,-5.77267544988915,-5.88420388950198,-5.44152539670552,-5.90180925919047,-6.08851481070335,-5.44108269688064,-5.92643971539023,-5.90139912376689
"3",8.14254458870293,7.42134627440038,7.82640224094962,7.68614922820984,7.98047328086296,8.14969850332236,7.96382243356281,7.98012095720565,8.24004200084802,8.04174122916578,8.14254458870293,7.42143898835935,7.83152511588601,7.70224730544962,7.98134950955401,8.1161041793651,7.96645357034962,7.9809916885327,8.1127620756291,8.03700905472956
"4",-2.96736852748049,-7.14093120360816,-7.14789773614612,-7.09633312628527,-7.16517740147135,-7.14892885742135,-6.96125837085468,-7.16548971904702,-7.03204372929663,-6.94748957946804,-2.96736852748049,-7.14699504225334,-7.21934564062824,-7.03906176228842,-7.17141367445374,-7.11282542912058,-7.01317933741964,-7.17171859339852,-7.07412545232009,-6.96731590769919
"5",10.0264324547485,7.68819915258991,7.58529150975244,7.65055942988133,7.60726555801962,7.59311137177247,7.6007950706801,7.60570069529929,7.48715616756298,7.5673458292629,10.0264324547485,7.65749246175315,7.6085581850688,7.54621544046004,7.58085074307113,7.65663505000574,7.53317231237933,7.57923309765251,7.5672873059372,7.24917664313476
"6",8.27889607773025,8.04557787355727,7.50825775993965,7.36524723685617,7.97359572603254,7.63065626907752,7.43833848603978,7.97166831748244,7.80178866805242,7.70961367916722,8.27889607773025,8.01688754590838,7.60966600002865,7.22735260685443,7.94502963106267,7.70595410613535,7.36235856346294,7.94305922236836,7.54462580152832,7.37330296131354
"7",-10.0320213233428,-12.6273940444358,-12.1040416891082,-12.243354966522,-12.6390521026899,-12.2987560647949,-12.3066422788572,-12.6398666641938,-12.2347182336525,-12.1892678121523,-10.0320213233428,-12.5896884595377,-12.1192936020153,-12.4042500942203,-12.6060521438665,-12.2359146299826,-12.1416606479548,-12.6068311213599,-12.2983133911848,-12.2837499677441
"8",-4.00640296222476,-2.75914470829754,-3.22345608440923,-3.40068458976596,-2.90783111550419,-3.19609556733635,-3.47898161095955,-2.9080148407876,-3.13041073330189,-3.33561592515001,-4.00640296222476,-2.75301591822244,-3.07887887149962,-3.51468120122284,-2.90108065412317,-3.17648319883281,-3.41837627950391,-2.90128985030174,-3.21162337875522,-3.39451605521989
"9",-5.51334612295857,-1.62165797590456,-1.92541921257975,-2.21046534204787,-1.73593733857467,-2.22485670419262,-2.5740881263903,-1.735812974993,-2.19590712017703,-2.38269761186482,-5.51334612295857,-1.6024763691006,-1.93516309442625,-1.93256683095497,-1.71452926168691,-2.19933940083169,-2.41094814560257,-1.71438723217938,-2.18102001142369,-2.39977128815499
"10",-11.4936969441298,-4.28222444184528,-4.91461133062045,-5.51036091181387,-4.65831220139886,-5.23627861723924,-5.74415743706422,-4.65692209485943,-5.17931861619306,-5.48881072320647,-11.4936969441298,-4.23299093928841,-5.01290623163715,-5.22805402582973,-4.60452131442058,-5.04954657739103,-5.65819213389748,-4.60314889701177,-5.02316149868826,-5.52580411268881
